time,t2m_kelvin,precip_m,pot_evap_m,soil_water_l1,soil_water_l2,solar_rad_jm2,year,month,t2m_celsius,precip_mm,pot_evap_mm,solar_rad_mjm2,source
1997-07-01,292.7197325333248,0.0015128688739083523,-0.008762892553683026,0.26009653787958265,0.2452902117015399,20629846.09989591,1997,7,19.57,46.9,271.65,639.525,ERA5_real
1997-08-01,291.98415393863763,0.0009264948768584376,-0.008206542634868069,0.2353981587023197,0.22618121901076743,17466159.51807945,1997,8,18.83,28.72,254.4,541.451,ERA5_real
1997-09-01,286.6502449898589,0.0005794773194714146,-0.005816496683554677,0.24978504168310053,0.23135786495125285,13218226.44452878,1997,9,13.5,17.38,174.49,396.547,ERA5_real
1997-10-01,282.19833587140516,0.0009012291490543588,-0.0033844716763191153,0.2693518985851503,0.24418381089854407,7356479.567892764,1997,10,9.05,27.94,104.92,228.051,ERA5_real
1997-11-01,266.20980961877854,0.0009598569812728238,-0.0014640595984653727,0.32478720462374133,0.2886361604246076,3942962.065285893,1997,11,-6.94,28.8,43.92,118.289,ERA5_real
1997-12-01,258.34753834736455,0.0009139267163499187,-0.0002222381922056178,0.3173723261978053,0.2858310953611265,3016816.014456624,1997,12,-14.8,28.33,6.89,93.521,ERA5_real
1998-01-01,255.21839766053975,0.00029068077975428797,-7.700190995254276e-05,0.3158027823675941,0.281048300958836,4239690.602646981,1998,1,-17.93,9.01,2.39,131.43,ERA5_real
1998-02-01,260.76191609051034,0.0013569073728851191,-0.00034349462935253603,0.3139403500346184,0.278855967533894,6953084.758671688,1998,2,-12.39,37.99,9.62,194.686,ERA5_real
1998-03-01,265.5614427664596,0.00044310753873752024,-0.0006631711833363442,0.31666999751150016,0.27883839484892925,13135726.748057384,1998,3,-7.59,13.74,20.56,407.208,ERA5_real
1998-04-01,274.204552761946,0.0013910377404472295,-0.0032502363808009083,0.40998275664801537,0.38230009221153893,16878242.3344178,1998,4,1.05,41.73,97.51,506.347,ERA5_real
1998-05-01,286.11394077922785,0.0008438814605519774,-0.007836944505038686,0.3106136524368216,0.3230325976157776,21790375.253677357,1998,5,12.96,26.16,242.95,675.502,ERA5_real
1998-06-01,294.8615269637688,0.0010653610880673177,-0.01007103657728741,0.226151522145743,0.2341965651439639,23272163.526037283,1998,6,21.71,31.96,302.13,698.165,ERA5_real
1998-07-01,297.55629445293096,0.0012348151176245171,-0.010247109868006995,0.2483287046195766,0.23388465463338695,22415823.016274422,1998,7,24.41,38.28,317.66,694.891,ERA5_real
1998-08-01,295.4292860586167,0.0008310859523314339,-0.008927344994890233,0.22832711933046573,0.2201297213019441,18933701.138215926,1998,8,22.28,25.76,276.75,586.945,ERA5_real
1998-09-01,284.8149868978465,0.0009191069965328589,-0.005547231509096563,0.25632903509602484,0.23745553352852536,12459299.948478965,1998,9,11.66,27.57,166.42,373.779,ERA5_real
1998-10-01,278.3287589916347,0.0008397633420157297,-0.0034983042579054277,0.29007992952558254,0.26130062659481573,6486003.891633049,1998,10,5.18,26.03,108.45,201.066,ERA5_real
1998-11-01,263.94672051152264,0.0009625815653559294,-0.0014309928373598684,0.3105791286850524,0.278285776726188,4161532.122302533,1998,11,-9.2,28.88,42.93,124.846,ERA5_real
1998-12-01,264.6417223093198,0.0008029994965666816,-0.00032058873762944305,0.3315727693928632,0.2758828957902848,2635262.9780808324,1998,12,-8.51,24.89,9.94,81.693,ERA5_real
1999-01-01,261.42965150645506,0.0008187101259001462,-0.00016432770591538463,0.3372238824458829,0.27663817046038536,3505995.8999686283,1999,1,-11.72,25.38,5.09,108.686,ERA5_real
1999-02-01,264.4012537636229,0.0007748805862400769,-0.000327513823547148,0.34301292602064953,0.28088877136171414,7204431.816797525,1999,2,-8.75,21.7,9.17,201.724,ERA5_real
1999-03-01,259.88287311354253,0.0008270689847513137,-0.00047276816204599716,0.35327586961276586,0.29231379821014625,14158207.815159012,1999,3,-13.27,25.64,14.66,438.904,ERA5_real
1999-04-01,278.0102714174564,0.0008161073036603416,-0.004170560130546658,0.3920045766127013,0.3794681503527924,18297584.39556075,1999,4,4.86,24.48,125.12,548.928,ERA5_real
1999-05-01,287.0699360966774,0.0015141191570902303,-0.00805134023584558,0.29339989894233176,0.30077067847820493,20587439.618961677,1999,5,13.92,46.94,249.59,638.211,ERA5_real
1999-06-01,288.9621564811361,0.0023588540482154976,-0.007606593546481845,0.31274395732568816,0.28819751960773815,20880450.80896728,1999,6,15.81,70.77,228.2,626.414,ERA5_real
1999-07-01,294.7419472353772,0.0021974892269305065,-0.008126713444357038,0.2968563777781308,0.2933617797021585,21536690.438780915,1999,7,21.59,68.12,251.93,667.637,ERA5_real
1999-08-01,293.06284481642973,0.001023054409532494,-0.00816296372164546,0.2519964653330843,0.25778645741347805,18594487.614770655,1999,8,19.91,31.71,253.05,576.429,ERA5_real
1999-09-01,285.6658189724413,0.0012470572719199041,-0.004965811420274762,0.28280263238208936,0.25662080030754136,11178395.256052075,1999,9,12.52,37.41,148.97,335.352,ERA5_real
1999-10-01,280.39587134221904,0.0007221401172608324,-0.00283895906171148,0.2828230153913048,0.2634273592581088,6622456.458019072,1999,10,7.25,22.39,88.01,205.296,ERA5_real
1999-11-01,264.89810257531826,0.0013121786960977472,-0.0009295874076625625,0.3371064976803326,0.30552459262773035,3905475.6967838453,1999,11,-8.25,39.37,27.89,117.164,ERA5_real
1999-12-01,264.83446380914097,0.0006017359241286862,-0.0002696587003006084,0.3315761782534698,0.3062739377630828,2705058.346568327,1999,12,-8.32,18.65,8.36,83.857,ERA5_real
2000-01-01,260.06677281070284,0.0007259686793239194,-0.00013051793153270793,0.33517565822399814,0.30438181784254636,3657305.454823249,2000,1,-13.08,22.51,4.05,113.376,ERA5_real
2000-02-01,263.9050156139703,0.0009095943510948402,-0.00025500098212787183,0.3260267233722319,0.30225056940676454,7000825.772773476,2000,2,-9.24,26.38,7.4,203.024,ERA5_real
2000-03-01,267.5030090955047,0.0006903795253412264,-0.0007519092318866315,0.3578246213469119,0.32338870616126036,13154011.829288505,2000,3,-5.65,21.4,23.31,407.774,ERA5_real
2000-04-01,281.168696101492,0.0008000456419272984,-0.004946519232036965,0.3715195358866628,0.37818162734761046,18464188.72318776,2000,4,8.02,24.0,148.4,553.926,ERA5_real
2000-05-01,284.578875434755,0.0026158719512764782,-0.006217672659251485,0.3508872243578266,0.3325496455302028,18510955.203346103,2000,5,11.43,81.09,192.75,573.84,ERA5_real
2000-06-01,292.75627157761465,0.0020065943159839677,-0.008376438949188193,0.3157177328750807,0.31822469239313533,21930987.807221435,2000,6,19.61,60.2,251.29,657.93,ERA5_real
2000-07-01,294.0655964930925,0.001150602471636322,-0.00867638225650546,0.2614859684604306,0.2582575880440224,21274852.30012307,2000,7,20.92,35.67,268.97,659.52,ERA5_real
2000-08-01,292.54596400293696,0.0013342564267553967,-0.007567746542065214,0.2615538540690205,0.23355026246255245,17728625.77784334,2000,8,19.4,41.36,234.6,549.587,ERA5_real
2000-09-01,285.0331070235448,0.0011178361541509768,-0.005995963710580722,0.26510370317613047,0.2427064718805005,12598349.883658618,2000,9,11.88,33.54,179.88,377.95,ERA5_real
2000-10-01,273.739474080367,0.001132439401033442,-0.001640796465507971,0.332581000091934,0.29582138970869104,5858755.694353185,2000,10,0.59,35.11,50.86,181.621,ERA5_real
2000-11-01,263.61247612775287,0.0007268346131023734,-0.0005890177231844811,0.3437155152531875,0.326552858264543,4237437.845763144,2000,11,-9.54,21.81,17.67,127.123,ERA5_real
2000-12-01,262.31755517466064,0.0012337564535892323,-0.00012605474609871453,0.32822627644887015,0.3115361689867573,2652815.194789294,2000,12,-10.83,38.25,3.91,82.237,ERA5_real
2001-01-01,258.90975893827044,0.0009281191833203848,-0.00010733221999214303,0.3172128733175167,0.30491443153882125,3837573.8571963143,2001,1,-14.24,28.77,3.33,118.965,ERA5_real
2001-02-01,259.4568890559567,0.0010299418973266118,-0.00024600369095431856,0.3114117948668936,0.3004095273318918,7348578.68150971,2001,2,-13.69,28.84,6.89,205.76,ERA5_real
2001-03-01,270.93101583159836,0.0009180096900397786,-0.001067387501985794,0.38271022747727507,0.35247463237108,12125899.814633744,2001,3,-2.22,28.46,33.09,375.903,ERA5_real
2001-04-01,279.3727003190927,0.000856355659763561,-0.004933753033452862,0.37743005864134066,0.3836574351671742,18849373.43847704,2001,4,6.22,25.69,148.01,565.481,ERA5_real
2001-05-01,290.1745499928555,0.0008876717905419131,-0.008598350788007926,0.27241721248758805,0.28667928948731763,22515943.96910626,2001,5,17.02,27.52,266.55,697.994,ERA5_real
2001-06-01,291.51337737538876,0.0021672258147940257,-0.0084920743375906,0.2925923179133416,0.27475067538736336,21545029.845765043,2001,6,18.36,65.02,254.76,646.351,ERA5_real
2001-07-01,291.6929065107769,0.0022925514661683312,-0.007290742610959034,0.31528797873370007,0.2893148914221115,20024295.308295004,2001,7,18.54,71.07,226.01,620.753,ERA5_real
2001-08-01,291.44957428374056,0.0019629690179363145,-0.0070223341294737025,0.28990244498435974,0.2709775317958363,16985914.395831835,2001,8,18.3,60.85,217.69,526.563,ERA5_real
2001-09-01,284.27042357147496,0.0013317382640517122,-0.004528413940105548,0.31990675794945406,0.29962614211893634,11469252.633791588,2001,9,11.12,39.95,135.85,344.078,ERA5_real
2001-10-01,276.14131664925856,0.0020591954081480178,-0.0024710148140881898,0.37612757097081556,0.3510218656421823,5637678.807721795,2001,10,2.99,63.84,76.6,174.768,ERA5_real
2001-11-01,270.8239635982915,0.0010764193558927715,-0.0009821935436958135,0.38647457647566913,0.3771090398747735,3340557.7168693393,2001,11,-2.33,32.29,29.47,100.217,ERA5_real
2001-12-01,260.12394439577463,0.0005203383260748938,-0.0003055811553266535,0.37783745830438586,0.3549853136127427,2981015.842337089,2001,12,-13.03,16.13,9.47,92.411,ERA5_real
2002-01-01,266.20967992342605,0.0010531933065396934,-0.00040274599221044015,0.4008336517160641,0.36301954822724697,3322770.753629123,2002,1,-6.94,32.65,12.49,103.006,ERA5_real
2002-02-01,267.3762089257602,0.0008632197174272599,-0.0004732020380651897,0.39233576159253625,0.3676257496706439,6444351.912054208,2002,2,-5.77,24.17,13.25,180.442,ERA5_real
2002-03-01,273.35039159105094,0.0014938102763171032,-0.001984697032544678,0.4266146687315099,0.4171859116758212,10472640.73781673,2002,3,0.2,46.31,61.53,324.652,ERA5_real
2002-04-01,275.971076729686,0.0013809623851008205,-0.0037700937458943775,0.4056773646419268,0.40568270137107043,16919130.21243834,2002,4,2.82,41.43,113.1,507.574,ERA5_real
2002-05-01,284.74758186229417,0.001390656967010137,-0.007037818342732733,0.3370380213059511,0.339192853737479,21285147.187539216,2002,5,11.6,43.11,218.17,659.84,ERA5_real
2002-06-01,290.5016068727165,0.002038609928012587,-0.007108029079158319,0.31171236740225367,0.3007168642476671,20984800.989807315,2002,6,17.35,61.16,213.24,629.544,ERA5_real
2002-07-01,293.0699026624989,0.0013635902102471563,-0.0077724775892613965,0.2872756977571944,0.28427763170422904,20955558.52910019,2002,7,19.92,42.27,240.95,649.622,ERA5_real
2002-08-01,291.58964970926405,0.001674951691849764,-0.007074328662849427,0.27568299785675243,0.25848768194165395,17473917.275532167,2002,8,18.44,51.92,219.3,541.691,ERA5_real
2002-09-01,287.5485093920498,0.0005643950300145273,-0.006352310727136012,0.2630963749690449,0.2667927223279397,13595797.18130556,2002,9,14.4,16.93,190.57,407.874,ERA5_real
2002-10-01,277.3859203139629,0.0008737900189443438,-0.002986570348359799,0.29723852014909397,0.2691368302718137,6975441.50045813,2002,10,4.24,27.09,92.58,216.239,ERA5_real
2002-11-01,270.45462619919334,0.0014978487571494863,-0.0009471768987364248,0.3332975622465253,0.306162910663916,3740982.5164831635,2002,11,-2.7,44.94,28.42,112.229,ERA5_real
2002-12-01,255.4032032723676,0.0006521934495764667,-0.00012758497824010717,0.3258257449460701,0.3142081140947501,3179704.0467490484,2002,12,-17.75,20.22,3.96,98.571,ERA5_real
2003-01-01,259.91529579460024,0.0006385657057196649,-0.00012495991542082734,0.32924399010984395,0.3074803311573847,4095422.1513366317,2003,1,-13.23,19.8,3.87,126.958,ERA5_real
2003-02-01,259.23731806372274,0.000425785386443923,-0.00027278941706559127,0.3280739999344028,0.30413730068418454,7669103.623068376,2003,2,-13.91,11.92,7.64,214.735,ERA5_real
2003-03-01,265.8976019602891,0.0006368881224858281,-0.0006918924502933482,0.3501619952754425,0.31253928909569595,12593515.628182855,2003,3,-7.25,19.74,21.45,390.399,ERA5_real
2003-04-01,276.1837644970348,0.0007390479342632658,-0.003731022410642693,0.39901883644103414,0.3891031109643485,18648540.893911768,2003,4,3.03,22.17,111.93,559.456,ERA5_real
2003-05-01,288.0635699667274,0.0018211458869729922,-0.006706726589580553,0.33073031850298745,0.33102102372511066,20033612.823524497,2003,5,14.91,56.46,207.91,621.042,ERA5_real
2003-06-01,291.29410216530226,0.0020081258318693247,-0.007963831849806835,0.3165564244961153,0.3087687713174092,21360583.290139236,2003,6,18.14,60.24,238.91,640.817,ERA5_real
2003-07-01,292.225676323793,0.0021146051187796336,-0.007183325059821946,0.2992877716585797,0.28065545324131436,19212106.077138282,2003,7,19.08,65.55,222.68,595.575,ERA5_real
2003-08-01,295.0606509157491,0.0009370578795196672,-0.007617508265348133,0.2581659874226629,0.25829116513986183,18748586.11614659,2003,8,21.91,29.05,236.14,581.206,ERA5_real
2003-09-01,287.5587418258973,0.0010151080867108163,-0.006002884127362398,0.2586029026942914,0.2395392765852195,12816886.691762311,2003,9,14.41,30.45,180.09,384.507,ERA5_real
2003-10-01,277.6194591581354,0.0009268883036096326,-0.0028661309873283486,0.27686778797713374,0.2581070149549355,7775402.500931147,2003,10,4.47,28.73,88.85,241.037,ERA5_real
2003-11-01,266.22832117941226,0.0007139395017112056,-0.0009895430852383926,0.3136152662284733,0.29866025991279566,4215640.210095494,2003,11,-6.92,21.42,29.69,126.469,ERA5_real
2003-12-01,265.0555397752213,0.0005706838624171936,-0.0002293416809914181,0.3334370633408712,0.29819881902690665,2762396.049635125,2003,12,-8.09,17.69,7.11,85.634,ERA5_real
2004-01-01,259.5743817720835,0.00032847425919947985,-0.00010456231705505309,0.3307060045906076,0.29794304282304973,3655049.070700277,2004,1,-13.58,10.18,3.24,113.307,ERA5_real
2004-02-01,263.87879494026095,0.0009064918067856558,-0.00029832645356818617,0.34643202125260997,0.3027808734470169,6971316.424530146,2004,2,-9.27,26.29,8.65,202.168,ERA5_real
2004-03-01,267.0779549798649,0.0010922863495976183,-0.0010458862601187785,0.40271377899726213,0.3691174509602015,12409771.301712187,2004,3,-6.07,33.86,32.42,384.703,ERA5_real
2004-04-01,277.30751424210814,0.0015581034508210208,-0.0043297766532168274,0.3954511515738437,0.39224771752160204,16307610.932597304,2004,4,4.16,46.74,129.89,489.228,ERA5_real
2004-05-01,289.35796243843356,0.0006402258048351427,-0.008991829756262275,0.268592761218254,0.29069835680998196,22417369.311723255,2004,5,16.21,19.85,278.75,694.938,ERA5_real
2004-06-01,293.61428812475356,0.0012233145449884134,-0.010554762754586125,0.22823591156346018,0.22974299920741745,23655217.81568211,2004,6,20.46,36.7,316.64,709.657,ERA5_real
2004-07-01,294.73138916346466,0.0014264947763619543,-0.00844901048632624,0.26346523455906856,0.24900403470593444,21084633.536017276,2004,7,21.58,44.22,261.92,653.624,ERA5_real
2004-08-01,292.10314641202893,0.0014546757817195546,-0.00789392791674394,0.2590336787230463,0.24855000536349023,18288470.824717414,2004,8,18.95,45.09,244.71,566.943,ERA5_real
2004-09-01,287.33299395150937,0.0008962151076102723,-0.005484175359622775,0.27050285352361403,0.2475200556544108,12260290.655685438,2004,9,14.18,26.89,164.53,367.809,ERA5_real
2004-10-01,278.9547543838983,0.0014548833390488974,-0.003331876224404186,0.3093112617746133,0.2695688001098116,6214071.54034412,2004,10,5.8,45.1,103.29,192.636,ERA5_real
2004-11-01,271.5804883078065,0.0011764858192758216,-0.0009550149020254818,0.359780113103083,0.3344769938977748,3512863.8901891564,2004,11,-1.57,35.29,28.65,105.386,ERA5_real
2004-12-01,260.8299547568104,0.0014115282439019683,-0.0002125930813543579,0.3448636982426037,0.33450304130485603,2733667.6334524415,2004,12,-12.32,43.76,6.59,84.744,ERA5_real
2005-01-01,258.9249541475822,0.0006066749880886974,-6.452163940122358e-05,0.3279424158100984,0.31803104424300443,3931489.3766821735,2005,1,-14.23,18.81,2.0,121.876,ERA5_real
2005-02-01,255.6290034429122,0.0003676873001744085,-0.000160227390130163,0.32055618681593107,0.3093911514446508,7912800.86641288,2005,2,-17.52,10.3,4.49,221.558,ERA5_real
2005-03-01,269.5041450833566,0.0013671423186767272,-0.0011630333380643102,0.3806748241489055,0.34269536766622993,12279059.21158135,2005,3,-3.65,42.38,36.05,380.651,ERA5_real
2005-04-01,278.4395104679136,0.000751843338535454,-0.0036918692909020316,0.3929073090662334,0.3907665640263175,18356705.28912023,2005,4,5.29,22.56,110.76,550.701,ERA5_real
2005-05-01,287.884324383989,0.0013152322525258693,-0.007655824826454256,0.297581865118551,0.30806369653524396,21248180.375406984,2005,5,14.73,40.77,237.33,658.694,ERA5_real
2005-06-01,293.607322795097,0.0016341108215784802,-0.008751495770819923,0.26740883429834245,0.25507937165965505,22544663.62673718,2005,6,20.46,49.02,262.54,676.34,ERA5_real
2005-07-01,294.54932953842297,0.0017724474826618136,-0.008036329074941674,0.27415087632916946,0.2600828719772074,21133742.710754976,2005,7,21.4,54.95,249.13,655.146,ERA5_real
2005-08-01,291.268366402784,0.002182063890278247,-0.006652102060690649,0.28546004014706766,0.2630157404808889,16480555.50099151,2005,8,18.12,67.64,206.22,510.897,ERA5_real
2005-09-01,286.059946725195,0.0006458322376801751,-0.004864891271550637,0.29811635510643114,0.29779396316055085,13517434.517645627,2005,9,12.91,19.37,145.95,405.523,ERA5_real
2005-10-01,279.49038228838873,0.0005626461896240155,-0.0029110777224532975,0.2661910597889463,0.26495220764641947,7485360.642948539,2005,10,6.34,17.44,90.24,232.046,ERA5_real
2005-11-01,271.23109374296337,0.00046721906420643704,-0.0008663148854340613,0.3037406760912993,0.27987317402931083,3542623.3253531684,2005,11,-1.92,14.02,25.99,106.279,ERA5_real
2005-12-01,263.3404191470168,0.00042219155369975866,-0.0003819276187240708,0.2932590070131819,0.2809132532160025,2791974.1331284055,2005,12,-9.81,13.09,11.84,86.551,ERA5_real
2006-01-01,251.27807077132366,0.0006085289266076649,-7.972458175291326e-05,0.29333016665224926,0.27789501472121,4250546.900723796,2006,1,-21.87,18.86,2.47,131.767,ERA5_real
2006-02-01,261.4678941250226,0.0007452168857480566,-0.0002024703306998582,0.3124819467386432,0.278944208806881,7496937.702790274,2006,2,-11.68,20.87,5.67,209.914,ERA5_real
2006-03-01,271.34790343157226,0.0005841610246667989,-0.0019364024383239477,0.3869471560727871,0.3429740662544322,12931671.056149928,2006,3,-1.8,18.11,60.03,400.882,ERA5_real
2006-04-01,279.19088901158045,0.0014836830342534282,-0.004787234562925421,0.3523819422203769,0.3537958091086249,14932473.724439532,2006,4,6.04,44.51,143.62,447.974,ERA5_real
2006-05-01,286.8693526648145,0.0008441554053861232,-0.007839240628969874,0.30117381340144156,0.30318838965163625,21631817.573264174,2006,5,13.72,26.17,243.02,670.586,ERA5_real
2006-06-01,294.8602223095724,0.001973032236377538,-0.00889047219396488,0.2619896975896384,0.24649688803648998,22140022.94899102,2006,6,21.71,59.19,266.71,664.201,ERA5_real
2006-07-01,292.8291665315082,0.0014902935249300722,-0.00862879312339419,0.272300035799051,0.26042620586682647,21046766.08875827,2006,7,19.68,46.2,267.49,652.45,ERA5_real
2006-08-01,291.29817100834003,0.0010007854567401571,-0.007390000719742323,0.2570438707061463,0.24288751370085068,17660793.852782547,2006,8,18.15,31.02,229.09,547.485,ERA5_real
2006-09-01,287.0346815689818,0.0007402226321215783,-0.006495658114644079,0.2488848677999235,0.2346664362726167,13187802.402557122,2006,9,13.88,22.21,194.87,395.634,ERA5_real
2006-10-01,277.66978166300726,0.0014855581777008938,-0.00220868228495577,0.3286728977516239,0.29193942815515794,6272690.276913528,2006,10,4.52,46.05,68.47,194.453,ERA5_real
2006-11-01,269.39553023385673,0.0013617928422280075,-0.0008715499024504616,0.35874158692607955,0.337951075621204,3727159.8905380256,2006,11,-3.75,40.85,26.15,111.815,ERA5_real
2006-12-01,266.95671835947513,0.0011314804563981205,-0.0002877992912363693,0.35515799891274435,0.3336297298466229,2448496.197493533,2006,12,-6.19,35.08,8.92,75.903,ERA5_real
2007-01-01,266.0697721183044,0.0007359483037396735,-0.00023616575159445734,0.34182472939595404,0.32553926569391756,3474223.104063162,2007,1,-7.08,22.81,7.32,107.701,ERA5_real
2007-02-01,262.03211150251667,0.001247016562178136,-0.0003324192874605567,0.3459969030703555,0.3298109259846357,6890543.394198107,2007,2,-11.12,34.92,9.31,192.935,ERA5_real
2007-03-01,265.35994435984605,0.0004769479678068995,-0.0006783990445995572,0.36260315819200284,0.33817220369206613,13438367.81444082,2007,3,-7.79,14.79,21.03,416.589,ERA5_real
2007-04-01,280.0200335392817,0.001047735168301118,-0.004128391619527886,0.3988883002484823,0.39826338673927,16366641.354695769,2007,4,6.87,31.43,123.85,490.999,ERA5_real
2007-05-01,287.67913374499904,0.0015640799516268844,-0.00783048960069049,0.3269299503625959,0.3298879582124406,20416312.286872767,2007,5,14.53,48.49,242.75,632.906,ERA5_real
2007-06-01,291.2564339905478,0.001454630353405205,-0.008998071029598691,0.26485847331587004,0.2616185925224452,22760709.418619983,2007,6,18.11,43.64,269.94,682.821,ERA5_real
2007-07-01,294.5908536655258,0.0023305471651331776,-0.0076254981682386275,0.29944350916041246,0.2775077030632075,21069040.544471197,2007,7,21.44,72.25,236.39,653.14,ERA5_real
2007-08-01,293.00533066023877,0.0007169193987068904,-0.00783471595620389,0.2452809788172269,0.24393750407214226,19198202.378804673,2007,8,19.86,22.22,242.88,595.144,ERA5_real
2007-09-01,287.3278015410715,0.0008222174037154485,-0.005927848777971897,0.23544611672312743,0.22738665404252162,13345357.920383489,2007,9,14.18,24.67,177.84,400.361,ERA5_real
2007-10-01,278.6690654840302,0.0007049629801592987,-0.0023672778952206703,0.29549117578617895,0.27120471233562277,6991656.73303147,2007,10,5.52,21.85,73.39,216.741,ERA5_real
2007-11-01,268.9332038066736,0.0007714903406216214,-0.0010871688471792284,0.3109554973150643,0.28206154054527366,4213454.37312019,2007,11,-4.22,23.14,32.62,126.404,ERA5_real
2007-12-01,261.20896219269724,0.0005645440783214239,-0.000236410260422611,0.30831973736253443,0.28375689754473016,2736648.6655768617,2007,12,-11.94,17.5,7.33,84.836,ERA5_real
2008-01-01,253.8309983690215,0.00035774568955274636,-4.853123387477201e-05,0.30553318815511005,0.2796301175719357,4204678.840153223,2008,1,-19.32,11.09,1.5,130.345,ERA5_real
2008-02-01,262.38558559050966,0.0008171404096994859,-0.00037395730128473843,0.30788539853556895,0.2772891399816002,6878784.875008107,2008,2,-10.76,23.7,10.84,199.485,ERA5_real
2008-03-01,272.84626487126707,0.0015086549268823394,-0.0016137899887190186,0.3995464280835374,0.35491753206000504,12471855.994331205,2008,3,-0.3,46.77,50.03,386.628,ERA5_real
2008-04-01,279.6364280436536,0.0006547370590136086,-0.005613454712286731,0.3340331775263627,0.3410608766237803,18683201.67454469,2008,4,6.49,19.64,168.4,560.496,ERA5_real
2008-05-01,288.1888580744375,0.0009556868164739576,-0.007750165935143196,0.27214842602659123,0.2757130114478225,21130805.285656583,2008,5,15.04,29.63,240.26,655.055,ERA5_real
2008-06-01,292.9048179572272,0.0012596934013731614,-0.009588685911294376,0.24226848375873472,0.23560037196844902,23261250.827613138,2008,6,19.75,37.79,287.66,697.838,ERA5_real
2008-07-01,296.5696971823133,0.0016328416960617394,-0.009091393302832877,0.2654402403527013,0.24785954979407035,22361108.850381065,2008,7,23.42,50.62,281.83,693.194,ERA5_real
2008-08-01,293.70928937551025,0.0008874608059823523,-0.00868507622428483,0.22988176080531608,0.22620959207488334,18756313.598490458,2008,8,20.56,27.51,269.24,581.446,ERA5_real
2008-09-01,283.87504547750257,0.0013570708902474755,-0.004870273418399853,0.28655847189040057,0.25511824016084816,11401267.285438465,2008,9,10.73,40.71,146.11,342.038,ERA5_real
2008-10-01,278.9813896175908,0.0007467082548409074,-0.0024376360661760087,0.3049049930387463,0.281319640178076,7210967.726040329,2008,10,5.83,23.15,75.57,223.54,ERA5_real
2008-11-01,273.12315949140515,0.0006577989718138448,-0.0011278437005273702,0.3271987855398938,0.30206197340161667,3960379.688261357,2008,11,-0.03,19.73,33.84,118.811,ERA5_real
2008-12-01,264.1044002332983,0.0004748078865366608,-0.0006535351604426068,0.32105279406251636,0.3064519995491265,2841494.5697948867,2008,12,-9.05,14.72,20.26,88.086,ERA5_real
2009-01-01,260.1948244386287,0.0008258624738800171,-0.00014243004329208235,0.3160045331561928,0.29646767486283165,3790872.0978692863,2009,1,-12.96,25.6,4.42,117.517,ERA5_real
2009-02-01,258.5330750712766,0.0005091514558453411,-0.000187990937439888,0.3123690367524163,0.2917817529402259,7870220.23322179,2009,2,-14.62,14.26,5.26,220.366,ERA5_real
2009-03-01,269.49050526263846,0.0008148882736112621,-0.0008233816029422724,0.3702509406581623,0.32044860740855596,12027344.095370298,2009,3,-3.66,25.26,25.52,372.848,ERA5_real
2009-04-01,278.41862075390856,0.0013130990194683888,-0.00506682174399333,0.3842773429530336,0.37673194615786093,16872297.483411938,2009,4,5.27,39.39,152.0,506.169,ERA5_real
2009-05-01,286.68536195487513,0.0015496086874996447,-0.007878560464180133,0.3031918058453415,0.30202198235055183,21601347.798804764,2009,5,13.54,48.04,244.24,669.642,ERA5_real
2009-06-01,292.163454204341,0.0010075241484727101,-0.009221914939282136,0.24922906708607206,0.25445161217312945,22634342.572945375,2009,6,19.01,30.23,276.66,679.03,ERA5_real
2009-07-01,292.87529169665476,0.0021620511688935995,-0.008056789396808805,0.2747842977179349,0.24744502976278837,20719050.84749792,2009,7,19.73,67.02,249.76,642.291,ERA5_real
2009-08-01,291.5133971261983,0.0017477739833129812,-0.007112039622879176,0.2834389720160262,0.2669468243256613,17198528.18853334,2009,8,18.36,54.18,220.47,533.154,ERA5_real
2009-09-01,286.30362730264005,0.0007213731376208268,-0.004670115810996457,0.2909802327931312,0.27412032277062065,12718911.26312645,2009,9,13.15,21.64,140.1,381.567,ERA5_real
2009-10-01,278.5756116725861,0.0007522841022729013,-0.0030712323462837965,0.27993434344922413,0.2677497250121825,7401080.339116143,2009,10,5.43,23.32,95.21,229.433,ERA5_real
2009-11-01,269.4295570481559,0.0007636926714673785,-0.0009520119631227808,0.3381966559678329,0.30841595383400383,3726733.677192729,2009,11,-3.72,22.91,28.56,111.802,ERA5_real
2009-12-01,259.43295451302697,0.0008295921079095535,-0.00031173406779658034,0.34280423721079845,0.30943222964101397,2877884.193110464,2009,12,-13.72,25.72,9.66,89.214,ERA5_real
2010-01-01,253.0348791622128,0.0007290228286940236,-7.99988641701862e-05,0.3570148397999804,0.30334488217143263,4207488.540077263,2010,1,-20.12,22.6,2.48,130.432,ERA5_real
2010-02-01,254.384368803301,0.00047390326315589065,-0.00023136314353169437,0.3552350377264932,0.2998899718417002,7968034.9199597435,2010,2,-18.77,13.27,6.48,223.105,ERA5_real
2010-03-01,266.92660282595693,0.001223098978253945,-0.0007990396012020457,0.38300648945266974,0.3198840710557321,12897561.142063249,2010,3,-6.22,37.92,24.77,399.824,ERA5_real
2010-04-01,278.7286131476254,0.0005786308448863193,-0.004956009507584565,0.3857807624489622,0.3872133331635133,19211443.64951001,2010,4,5.58,17.36,148.68,576.343,ERA5_real
