year,region,crop,district,area_ha,production_ton,yield_kgha,source
2013,Костанайская область,Ячмень,Наурзумский,14088.0,10502.85,745.52,stat_gov_kz_real
2014,Костанайская область,Ячмень,Наурзумский,13554.0,7269.2,536.3100000000001,stat_gov_kz_real
2015,Костанайская область,Ячмень,Наурзумский,16769.0,12755.800000000001,760.68,stat_gov_kz_real
2016,Костанайская область,Ячмень,Наурзумский,12890.0,11987.6,929.9899999999999,stat_gov_kz_real
2017,Костанайская область,Ячмень,Наурзумский,12890.0,12365.7,958.58,stat_gov_kz_real
2018,Костанайская область,Ячмень,Наурзумский,13508.0,15001.0,1110.53,stat_gov_kz_real
2019,Костанайская область,Ячмень,Наурзумский,16852.0,7467.7,443.13,stat_gov_kz_real
2020,Костанайская область,Ячмень,Наурзумский,19050.0,18974.6,996.04,stat_gov_kz_real
2021,Костанайская область,Ячмень,Наурзумский,10267.0,2470.2999999999997,310.0,stat_gov_kz_real
2022,Костанайская область,Ячмень,Наурзумский,8041.0,9412.4,1170.0,stat_gov_kz_real
2023,Костанайская область,Ячмень,Наурзумский,12499.0,9544.9,760.0,stat_gov_kz_real
2024,Костанайская область,Ячмень,Наурзумский,12351.0,17190.100000000002,1440.0,stat_gov_kz_real
2025,Костанайская область,Ячмень,Наурзумский,19400.0,17542.4,950.0,stat_gov_kz_real
2010,Костанайская область,Кукуруза,Область (итого),400.0,800.0,1789.9999999999998,stat_gov_kz_real
2013,Костанайская область,Кукуруза,Область (итого),54.0,100.0,1590.0,stat_gov_kz_real
